"station","X","Y","Longterm","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50","m51","m52","m53","m54","m55","m56","m57","m58","m59","m60","m61","m62","m63","m64","m65","m66","m67","m68","m69","m70","m71","m72","m73","m74","m75","m76","m77","m78","m79","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79"
"biarjamand",55.833333,36.050000,25.126923,24.348435,29.370131,66.337799,28.704268,7.383260,24.831660,20.084496,9.546356,9.971673,25.212088,22.346416,32.219002,16.576257,14.085964,13.345402,14.920613,22.744040,22.261700,15.794665,42.037990,20.451497,19.766867,52.203693,29.266534,36.821465,10.112866,5.651175,11.436710,23.557419,25.258824,14.971594,17.603566,45.533802,33.193184,23.871629,37.604835,30.382695,20.715921,13.117537,21.648555,36.924130,21.669967,22.384766,32.154457,17.419000,30.101645,20.740979,22.610379,26.124917,21.623324,34.451606,35.532774,20.970365,30.497495,13.967576,21.933205,23.260011,14.412637,7.294889,31.102392,18.159579,10.195816,29.527253,29.448667,23.584806,60.416120,26.102105,25.181377,7.121184,68.272745,29.968594,21.320994,35.443631,42.926343,32.771049,45.352219,39.221957,24.758687,73.045304,24.395479,29.486895,66.365292,28.797647,7.529146,24.895722,20.181385,9.679579,10.083174,25.303914,22.471197,32.271011,16.708963,14.185211,13.446254,15.045277,22.797611,22.344539,15.922880,41.994920,20.551299,19.824246,52.131444,29.325703,36.849977,10.314830,5.784092,11.556326,23.697990,25.337122,15.126817,17.711241,45.584381,33.263168,23.934011,37.651018,30.482097,20.824424,13.276239,21.723343,36.943377,21.755121,22.465484,32.187762,17.496602,30.129911,20.825400,22.666764,26.221290,21.691882,34.476676,35.582551,21.058695,30.548122,14.130390,21.979347,23.359247,14.532023,7.450761,31.175474,18.250601,10.304859,29.574836,29.511105,23.694751,60.357323,26.194928,25.254882,7.269954,68.126906,30.011842,21.379505,35.521461,42.943451,32.847950,45.350997,39.234620,24.812547,73.186435
"semnan",53.550000,35.583333,24.597222,10.821420,44.095805,16.264746,8.686248,15.776318,20.589193,28.824947,22.751577,19.782516,22.586383,28.598874,40.211996,33.791791,32.947823,14.824034,23.304290,0.798084,25.213849,14.348284,7.243702,13.073143,14.764414,21.501103,26.498857,16.474180,13.598741,20.530395,23.567772,33.351386,22.756160,19.095963,2.062554,34.862727,35.054290,26.122773,11.007546,31.370673,26.990957,38.203599,45.043888,11.181232,20.220773,24.429153,22.171420,16.512305,21.592212,18.590667,26.298231,26.578576,32.614030,28.257376,37.913739,33.680775,30.716210,32.171501,21.352311,25.071717,20.968667,17.381286,26.723991,26.401256,16.852761,19.219646,35.295971,37.495042,44.217415,36.081914,4.662650,22.047541,0.000000,18.812173,12.478677,14.674796,25.837000,41.672829,31.601785,25.112067,13.708882,32.464260,11.311667,44.384120,17.173175,9.382991,16.140245,20.821583,29.029234,23.074805,20.021046,23.028606,28.899183,40.382133,34.109178,33.112135,15.256785,23.620307,1.308350,25.488962,14.917498,7.672362,13.558438,15.089091,21.886351,26.851502,16.918496,14.246618,20.842053,23.846985,33.760324,23.152725,19.566998,2.688291,35.147326,35.310562,26.317615,11.599160,31.736797,27.367625,38.410925,45.087459,11.715677,20.556828,24.782202,22.517601,16.837890,21.875357,18.973571,26.506094,26.989205,32.815066,28.497941,38.110197,33.897981,30.942823,32.476052,21.610999,25.413991,21.345419,17.826725,27.115663,26.630096,17.200206,19.674428,35.469660,37.664080,44.382101,36.286024,5.205230,22.305587,0.496768,19.178617,12.803514,15.336308,26.244791,41.877705,31.875418,25.429226,14.095223,33.935003
"shahroud",54.950000,36.416667,28.925000,1.902400,46.570385,32.310565,29.083123,23.084865,22.216628,19.625898,26.538866,25.342762,39.958023,33.225435,23.923049,35.383562,26.570535,31.103093,25.430086,21.253738,31.533462,23.306075,18.566690,25.146516,20.984716,16.602104,32.966381,31.251852,32.266046,19.462301,31.267709,38.873730,30.531997,41.220347,27.174928,45.228254,31.338592,20.673203,28.319669,50.355317,24.107610,34.278651,7.474838,21.185045,36.243736,30.068238,22.571352,26.927244,22.521765,22.755503,22.290221,28.850396,31.621920,28.637617,28.184795,31.824551,43.316960,32.481800,35.384997,36.639079,35.927932,24.254256,48.153879,23.859890,18.849250,22.409185,25.013038,34.896863,23.532636,35.071046,32.349585,29.149092,20.264721,8.241370,8.763140,26.468961,22.146123,37.867335,29.144630,28.281837,27.543813,5.707199,2.215682,46.651545,32.673262,29.255390,23.228958,22.385108,19.822039,26.662921,25.436350,40.025580,33.371316,24.138410,35.493327,26.672122,31.162803,25.566797,21.387207,31.638324,23.517548,18.751940,25.303778,21.121404,16.854316,33.072772,31.383615,32.407064,19.613492,31.310186,39.030438,30.655964,41.287044,27.314596,45.277416,31.494352,20.840627,28.498831,50.367656,24.413499,34.417488,7.765337,21.407560,36.298068,30.192293,22.764266,27.067113,22.693199,22.933039,22.430542,29.030939,31.697824,28.824587,28.371569,31.925445,43.291919,32.627500,35.396790,36.726699,35.969297,24.405441,48.175308,24.023317,19.002853,22.594542,25.203391,35.048901,23.780395,35.184832,32.440002,29.231415,20.440477,8.556128,9.001383,26.705208,22.405913,37.986063,29.302983,28.445729,27.654262,6.647047
"garmsar",52.266667,35.200000,24.471875,20.557260,56.325322,144.185233,29.251587,25.616184,25.687658,38.640708,23.356018,19.056687,27.944736,46.365941,18.676142,24.832696,17.130876,25.345643,20.325373,18.893457,21.538660,41.797650,15.959212,17.501777,25.051240,16.301697,22.775661,17.684484,16.710031,23.695705,23.296483,20.263386,19.898706,23.076220,22.523791,39.387717,0.000000,18.625474,32.015264,42.452481,36.423163,34.208830,21.155526,7.690802,18.762153,14.889606,16.699586,19.297297,15.897595,20.699748,22.496117,34.545600,20.769850,22.364805,21.381767,14.206154,30.314962,34.679816,0.000000,31.611557,2.311429,22.646342,33.488495,21.615081,24.918146,28.024889,14.238585,0.000000,45.861572,23.792570,22.582239,29.359648,1.462047,29.016818,10.354321,20.666094,68.233655,33.549483,29.020916,31.950615,14.751464,61.671781,21.319742,56.675238,142.744356,30.250262,26.136070,25.889558,38.876929,24.030301,19.662480,28.837749,46.694994,19.673620,25.688315,17.976343,26.070984,21.072108,19.447307,22.276124,42.462418,16.598946,18.523783,25.400161,17.206223,23.786472,18.587544,18.039504,24.314950,23.911045,21.611461,20.804053,23.984193,23.183542,39.959204,1.531116,19.166278,32.744178,43.145979,36.999753,34.873415,22.082038,8.913430,19.578138,16.039576,17.550524,19.786587,16.626532,21.484818,23.126795,35.323319,21.599639,23.080448,22.432209,15.294892,31.060533,35.275688,1.267566,32.198750,3.485968,23.641147,34.266973,22.247775,25.529527,28.716120,15.187073,1.361077,46.442273,24.746949,23.379216,29.852989,2.570871,29.498504,10.881421,21.840775,67.953131,34.470695,29.913607,32.518031,15.557023,63.959227
"iranshahr",60.700000,27.200000,21.447222,14.908975,10.518898,39.877821,0.000000,23.749608,29.353932,0.000000,7.837532,5.195373,5.184649,20.318626,17.731938,26.276525,7.849771,0.000000,4.219394,6.259548,18.899870,25.574695,13.544565,20.941964,29.133167,14.844157,16.750477,8.160924,27.505628,22.353054,41.130223,32.762484,20.534030,29.150461,23.115182,0.000000,42.727036,25.095475,60.363561,31.166304,66.991732,33.766019,21.783235,10.345827,29.361953,8.572504,40.258798,4.872340,17.918937,15.797666,32.598971,19.423729,52.062452,11.697841,63.046138,10.076036,8.258891,19.456682,3.028544,17.864722,17.868074,11.848678,3.175588,22.662291,1.086186,5.652898,51.904629,28.744290,52.570377,19.885198,18.870307,15.310846,0.000000,28.284298,31.279726,27.467585,9.876288,14.420515,27.581662,9.574626,28.349555,44.726924,14.972585,10.693986,40.100416,0.139986,23.774531,29.392332,0.116646,7.893330,5.238336,5.281416,20.410685,17.813721,26.348110,7.920174,0.106832,4.327705,6.334077,18.927144,25.594089,13.574168,20.970170,29.095384,14.881267,16.798917,8.244335,27.660964,22.381301,41.122264,32.777492,20.602849,29.164379,23.134554,0.158959,42.725165,25.111684,60.364025,31.236590,66.864347,33.793785,21.818412,10.417419,29.386928,8.689328,40.209007,4.918931,17.936295,15.860598,32.592766,19.509990,51.927717,11.734816,62.966979,10.168616,8.343285,19.523228,3.131718,17.928584,17.908638,11.914545,3.270441,22.669714,1.192203,5.737444,51.811044,28.761565,52.500415,19.928676,18.910787,15.343262,0.081439,28.255236,31.261726,27.550816,9.964017,14.530289,27.621130,9.645111,28.324566,44.917757
"chahbahar",60.616667,25.283333,19.345714,14.005419,8.471777,35.560900,20.964918,20.160674,27.694942,11.565059,14.387120,0.000000,0.000000,0.000000,35.189811,19.380867,8.659277,12.613743,0.471278,8.719089,3.993924,10.794811,7.759491,8.018853,26.121329,8.650013,10.024242,26.679751,37.339795,29.978784,10.083261,36.400666,17.570857,4.543471,22.646450,14.157581,17.595034,9.759287,44.977354,22.091859,23.752744,58.595762,12.063337,13.472508,27.741929,20.891766,9.141583,4.928729,10.031258,18.253153,15.775215,10.752782,25.888599,0.000000,56.895659,37.553095,8.643426,28.305224,32.809005,16.445539,58.187246,21.421922,10.613094,23.762177,14.802792,17.269930,17.156791,32.076547,18.866007,5.758732,32.472351,0.000000,6.094797,5.599135,18.032486,39.936430,43.493275,17.128976,31.536700,22.125078,12.749269,42.016257,14.063534,8.573810,35.687488,20.995978,20.207025,27.759526,11.603377,14.411491,0.048117,0.079967,0.126611,35.190707,19.434824,8.700641,12.650283,0.553181,8.761331,4.068829,10.862717,7.803293,8.084654,26.119566,8.693674,10.086665,26.686683,37.426562,29.978000,10.161757,36.411659,17.621460,4.631804,22.669622,14.223838,17.678871,9.820340,45.029171,22.155615,23.805821,58.549691,12.119647,13.510980,27.768378,20.925987,9.204507,4.972047,10.073249,18.292702,15.817175,10.830877,25.894928,0.069504,56.877400,37.547995,8.697716,28.328346,32.782960,16.489893,58.106671,21.445814,10.656324,23.778440,14.835153,17.296467,17.208841,32.080602,18.928376,5.835225,32.474125,0.076529,6.136262,5.663290,18.060074,39.964446,43.460491,17.194394,31.554724,22.139298,12.791357,42.190601
"khash",61.200000,28.216667,30.071875,1.290832,84.212104,161.699709,30.467142,8.973047,18.771540,24.543057,7.673875,6.302309,24.859256,47.659132,41.520606,70.333887,26.030492,18.629209,16.640868,23.329160,14.006250,13.683061,8.987606,18.668460,5.028284,25.846195,9.519352,12.676821,52.425513,29.340912,57.998214,31.255216,51.826420,23.687450,23.869269,16.135200,44.544543,26.491237,87.151491,71.348784,39.839570,36.926673,16.565181,34.364379,43.582516,49.064257,35.049759,3.079742,16.435473,34.757599,50.004522,49.915812,7.682799,16.899745,43.988884,16.928422,21.338243,28.186336,35.823706,34.410689,12.847450,13.864588,15.109473,13.013766,22.939513,13.485299,27.620882,34.750041,37.114993,22.896514,7.246059,12.760438,0.000000,0.000000,31.015904,49.685315,10.497611,50.047016,36.229607,16.303760,12.289982,3.872497,1.390719,84.043605,161.361218,30.451069,9.047649,18.824682,24.539715,7.717945,6.332940,24.854809,47.610675,41.481411,70.203675,26.011512,18.633381,16.688421,23.315869,14.042393,13.744529,9.028206,18.695282,5.089304,25.826541,9.589075,12.721262,52.439182,29.325617,57.920969,31.261947,51.743432,23.719618,23.871275,16.194592,44.523823,26.495884,87.016124,71.231481,39.840308,36.921837,16.616171,34.319669,43.530615,48.984462,35.025178,3.119239,16.451807,34.719591,49.921532,49.854952,7.747802,16.901510,43.989884,16.963718,21.357470,28.196179,35.765807,34.394486,12.887685,13.905969,15.135047,13.050958,22.930724,13.518187,27.634926,34.732346,37.113888,22.916089,7.314792,12.792834,0.076377,0.085870,31.000798,49.638198,10.559385,49.979857,36.216589,16.329878,12.331926,4.172156
"zabol",61.483333,31.033333,14.994444,1.572461,0.000000,181.903831,32.384729,17.559001,10.027295,4.009530,19.143463,1.710662,24.785455,14.102858,18.952188,11.080940,14.210405,5.695746,61.717156,9.923433,28.356152,6.249675,40.998122,15.769812,13.373758,5.559172,19.842361,21.568880,14.846406,0.000000,20.851434,24.800794,13.929324,19.870683,3.850772,51.957156,10.105926,20.193480,17.619455,20.336529,9.652944,29.907059,0.000000,25.832669,15.053167,15.998506,20.260324,0.000000,19.612098,8.073315,30.425457,19.352585,5.396839,3.169241,18.999225,16.823359,2.912977,22.519988,14.546518,34.530308,18.948459,47.706261,15.829264,9.128063,3.230445,14.323784,12.665077,31.148716,38.408832,22.141488,0.000000,14.373860,0.000000,1.313160,17.984172,6.262628,41.746186,20.804431,12.180215,34.453917,11.644296,4.717382,1.675629,0.067367,181.496502,32.330971,17.546287,10.114575,4.055981,19.088738,1.718984,24.720990,14.051527,18.904316,11.104221,14.207654,5.754012,61.475684,9.950034,28.294477,6.344705,40.869330,15.753931,13.347435,5.554586,19.833629,21.517094,14.900090,0.055723,20.850617,24.781757,13.965220,19.850634,3.887853,51.772290,10.169547,20.167504,17.665751,20.349506,9.713766,29.841921,0.077266,25.854197,15.071482,16.071497,20.225496,0.035515,19.590055,8.056249,30.328207,19.348151,5.412938,3.195862,19.010580,16.823711,3.006536,22.437999,14.498860,34.457567,18.916019,47.541879,15.831283,9.142829,3.285996,14.281521,12.659557,31.089262,38.316359,22.140201,0.019298,14.354259,0.080508,1.389250,17.906123,6.278217,41.611917,20.793758,12.234323,34.328886,11.699177,5.026888
"zahedan",60.883333,29.466667,14.175000,16.457032,17.330766,5.293318,11.401557,24.303663,15.450141,24.766924,14.342567,10.904889,10.796635,17.012350,19.885338,15.663321,10.441360,9.220324,39.061510,3.388768,6.685694,19.651452,9.653704,10.004497,6.869993,9.379066,27.275532,20.791336,62.472885,7.721830,32.379289,11.141857,5.766312,20.771040,3.979754,11.658613,19.411817,18.011227,15.006385,16.235476,26.636870,16.986362,35.545785,7.386985,8.740057,8.401341,11.462736,4.923410,5.633121,7.867552,8.856314,15.545355,7.169384,2.928149,34.585093,23.570347,37.751410,14.467410,13.358892,22.721520,2.042406,13.622639,9.785070,14.581143,14.079177,16.758721,2.944140,8.674426,8.184569,16.493885,12.447553,8.501890,46.664736,3.089447,23.658832,12.254082,7.554544,14.111982,15.255435,13.837324,11.922212,49.371096,16.513720,17.493760,5.792464,11.513392,24.323324,15.540059,24.775659,14.379643,10.928707,10.885619,17.113395,19.949323,15.784568,10.510149,9.294154,39.033125,3.506354,6.784537,19.725212,9.722008,10.095928,6.940201,9.442633,27.279177,20.824312,62.456467,7.811490,32.406025,11.264791,5.912091,20.836071,4.093218,11.798384,19.517545,18.071968,15.197877,16.382130,26.680931,17.088813,35.511554,7.500685,8.859525,8.532687,11.550367,4.974838,5.724619,7.962134,8.965296,15.661507,7.238741,3.010270,34.617615,23.594485,37.704519,14.562768,13.404387,22.777115,2.161442,13.703751,9.872674,14.624365,14.129473,16.795473,3.082155,8.798543,8.345240,16.572011,12.505864,8.584341,46.519806,3.189065,23.674345,12.395196,7.673433,14.232412,15.355007,13.904987,11.984205,49.541162
"zahak",61.683333,30.900000,12.320000,18.919534,5.748669,109.344124,20.362881,12.841913,24.893712,9.769915,6.805227,0.860305,10.187450,0.000000,6.883484,11.871305,11.959320,14.780668,14.268000,12.062274,15.451003,20.735142,16.476693,10.228124,6.271215,2.098472,16.116962,9.289041,17.871215,7.770346,18.317177,19.044006,18.457577,13.054494,7.962873,14.114670,18.682736,12.834463,22.673446,19.425386,18.797840,14.964109,11.341179,29.399132,16.487796,28.510448,11.728585,4.739094,13.891996,1.754113,10.222178,15.345993,6.201418,6.208092,17.999175,14.906057,17.919507,3.179217,3.684569,18.945896,10.679205,15.401339,13.701092,9.905882,11.453143,3.559664,8.679652,18.084456,18.158645,19.805323,0.000000,8.096859,13.418791,13.378278,0.000000,4.593004,14.468375,15.852450,19.954693,8.655475,20.756060,56.758602,18.550752,5.847925,111.052724,20.742632,13.052101,24.569495,9.733316,7.200952,0.973140,10.654622,0.534109,7.311335,11.984818,12.082719,14.614553,15.565028,12.107542,15.832552,20.481173,17.120509,10.467587,6.533407,2.286944,16.290588,9.700929,18.049793,7.671535,18.472296,19.275249,18.423493,13.343952,7.963415,15.202870,18.586966,13.115547,22.679320,19.573125,18.649880,15.450023,11.169094,29.322830,16.526235,28.230690,12.023648,4.689358,14.096898,2.035057,10.814244,15.567615,6.264473,6.205087,18.143572,15.031012,17.628597,3.823773,4.038619,19.417089,10.972708,16.285384,13.845935,9.962731,11.324434,3.943745,8.892268,18.490526,18.782157,19.941464,0.136611,8.354453,13.141261,13.149631,0.588585,4.810430,15.245190,16.089880,19.843923,9.404171,20.564730,55.652255
"saravan",62.333333,27.333333,22.534375,42.212691,22.978366,0.000000,25.489531,28.490336,22.335184,27.577674,17.875448,15.070819,27.017891,27.478168,31.876984,25.856631,24.177605,21.067899,37.976269,12.956042,25.808040,16.549851,17.449579,22.407008,22.064034,16.394272,38.873642,20.887955,42.186590,29.869525,21.125676,22.815751,20.769845,29.905592,17.066161,51.567233,25.297084,20.424092,28.469585,27.739825,25.971416,29.245645,28.908621,6.114800,15.669870,23.971314,17.091284,13.763129,19.034044,18.717834,17.324117,27.624449,20.632820,13.888716,22.349457,14.305165,16.674685,32.967053,21.630714,30.567444,29.754598,21.803031,25.689978,12.159881,17.741561,25.547597,28.694726,29.484238,24.214179,21.216155,36.457414,12.151808,24.812767,29.674792,13.621342,13.486923,45.330738,20.064084,28.137052,23.352634,20.412519,126.638073,42.169277,23.048752,0.260252,25.504379,28.492294,22.374825,27.570837,17.883489,15.071646,27.016031,27.513237,31.885611,25.902923,24.175498,21.071887,37.947434,12.985682,25.806501,16.592771,17.459604,22.423698,22.063816,16.414692,38.840373,20.902549,42.231692,29.865025,21.181434,22.858757,20.812824,29.916508,17.098852,51.515336,25.347822,20.450338,28.559356,27.794428,26.016942,29.276000,28.910089,6.176371,15.725279,23.997938,17.132692,13.766782,19.045641,18.748057,17.367847,27.655892,20.647367,13.907271,22.421816,14.347823,16.704244,32.969253,21.637842,30.572003,29.746073,21.818481,25.684804,12.197054,17.758325,25.542462,28.709757,29.496392,24.261028,21.242086,36.428236,12.184977,24.792334,29.655423,13.665340,13.576068,45.282562,20.115936,28.160727,23.358180,20.424364,126.507837
"abadeh",52.666667,31.183333,26.433333,19.621268,13.806025,48.299545,24.034664,32.407991,34.233303,36.782056,26.708639,29.467032,28.238650,42.733920,20.854045,26.545917,29.452561,26.152686,49.155759,19.646229,38.970263,25.080837,31.001588,25.056950,23.665362,19.960130,16.472469,29.544074,34.507450,21.919509,26.913672,24.833108,24.061312,27.648906,25.670411,40.703015,26.394703,31.642702,0.000000,31.161956,0.000000,30.544715,33.236828,25.169014,17.577605,21.499377,22.105173,12.645772,19.874550,21.120137,25.272037,33.083058,30.468031,27.250475,34.234994,18.231256,25.221796,40.598198,4.384751,14.960901,29.193397,12.285951,27.815219,23.480173,45.451441,35.983602,28.548995,30.577966,41.786347,21.349044,25.602152,27.058472,12.268139,21.375366,32.990400,28.002778,37.945852,24.339660,31.254358,31.270911,23.882759,58.863805,19.973091,14.583739,49.465760,24.639856,32.674747,34.813689,37.226127,27.006237,29.556042,28.719918,43.304602,21.596463,27.174522,29.652767,26.440146,49.264177,19.958718,39.064401,25.692040,31.136199,25.495796,23.887026,20.401366,17.101235,29.789167,34.956698,22.319889,27.340540,25.635971,24.528023,28.370467,26.128116,41.266985,26.956663,31.856119,1.039738,31.762138,1.000972,30.972052,33.545459,25.722017,18.081342,22.014856,22.452956,12.931060,20.202522,21.626456,25.549809,33.685554,30.640282,27.486531,34.720304,18.727324,25.597570,40.997417,4.964729,15.540137,29.573526,13.048432,28.244054,23.803591,45.579412,36.178165,28.962233,30.966718,42.212165,21.867083,25.994725,27.459761,12.509767,21.656259,33.180922,28.826966,38.437552,25.034558,31.687160,31.504665,24.174171,59.919272
"zarghan",52.716667,29.783333,49.378571,36.769665,42.816826,333.262535,96.027419,77.127729,90.791108,48.057598,34.276387,26.247336,60.361228,75.514557,65.843396,77.563641,45.293174,17.560485,0.000000,29.265944,31.054744,63.454221,29.294702,64.045071,46.937255,59.475905,63.609157,29.322207,27.070612,40.508129,0.742576,68.864771,72.438177,59.480769,32.414669,76.492271,49.194934,37.492539,52.391721,96.899975,45.871595,63.112056,40.343781,80.414755,39.919619,51.562177,25.733607,33.196305,39.485641,37.526936,41.018472,66.297533,21.137910,41.343205,76.633395,42.694753,66.798956,59.593646,46.029358,57.045040,41.826554,48.629813,59.760279,6.720620,65.885617,51.366839,52.356657,40.580261,66.554344,29.157144,45.962135,46.223559,31.819549,19.623375,38.764655,75.716931,43.518724,79.652400,59.607702,38.523940,35.603516,110.308995,36.937181,43.310785,331.559053,95.955503,76.594768,90.134467,48.547584,34.435906,26.788539,60.209418,75.586022,65.967881,77.427240,45.358653,18.040920,0.982215,29.433647,31.455700,63.536336,29.289545,63.929529,46.735541,59.125468,63.979460,29.592826,27.581536,40.667054,1.473289,69.030880,72.443306,59.964002,32.732029,76.371939,49.447846,37.677530,52.714103,96.640339,46.018399,63.061459,40.398203,79.660476,40.183559,51.411806,26.172758,33.233899,39.566019,37.761113,41.064373,66.197088,21.488855,41.313506,76.240457,43.050338,66.433669,59.672424,46.076538,56.886989,41.957198,48.798857,59.464911,7.335070,65.654217,51.295158,52.565295,40.886753,66.704713,29.421077,46.273828,46.273183,31.740529,19.599030,38.774243,75.634672,43.567901,79.614858,59.631530,38.613633,35.715880,110.811548
"sadDorudzan",52.433333,30.216667,74.813333,30.878227,56.573512,311.494572,140.578831,48.604995,128.926196,126.494208,72.519694,48.556553,97.779832,127.419916,104.056445,113.657039,55.750956,58.040888,99.664677,56.319698,53.976569,89.111291,52.604460,74.731228,64.723493,74.567857,82.324605,60.441431,32.008337,56.126852,56.464467,107.054881,104.183977,108.131573,70.207870,105.088593,90.487499,80.036036,89.584069,95.719496,102.094865,91.522108,65.337448,113.024585,92.553578,81.841894,62.516767,47.830542,55.590519,52.217311,55.440099,123.592997,47.361194,64.897893,80.818897,45.200621,71.112136,87.607020,70.875937,59.429775,64.896892,141.842256,86.709380,46.669696,48.761157,0.000000,84.648693,67.173159,91.835929,31.791619,65.495840,72.712398,36.342819,22.493844,30.905731,211.789988,75.514440,116.863646,75.574626,60.055294,59.108736,92.634681,31.037226,56.620668,309.990818,139.781082,48.732955,128.264996,125.733524,72.165924,48.417647,97.321976,126.852540,103.647423,113.139340,55.618543,57.829844,98.994621,56.086992,53.859062,88.838344,52.408716,74.514907,64.418806,74.268285,82.099716,60.227741,32.328602,56.025112,56.302511,106.689109,103.667391,107.736310,69.964182,104.754016,90.129518,79.607130,89.322035,95.532172,101.557276,91.164718,65.145269,112.407244,92.014260,81.502542,62.267487,47.633138,55.420683,52.175991,55.300348,122.933827,47.255141,64.621880,80.674764,45.284526,70.902133,87.359828,70.564901,59.365682,64.735095,140.809200,86.328825,46.550106,48.894942,0.647485,84.307757,67.004781,91.608007,32.001223,65.377351,72.458351,36.267440,22.609208,31.063514,210.154079,75.377288,116.346060,75.406173,59.878250,58.897482,93.111681
"shiraz",52.600000,29.533333,53.177778,47.206504,74.224518,287.422989,98.713686,48.631417,37.802399,74.303929,37.076923,68.455928,43.355569,72.890403,71.924720,65.594100,52.204252,41.167876,43.463415,34.384348,59.009615,67.898786,19.053504,59.568074,30.359501,33.080759,100.925375,40.974423,53.799678,49.335854,29.159718,75.877940,76.881127,89.527307,43.850555,62.018720,58.445428,43.694612,65.270958,89.244462,41.936439,56.659019,35.955184,21.550761,49.736427,32.220038,49.929063,36.716017,45.970157,50.459854,42.141830,46.123422,37.385641,36.849754,48.207797,71.118659,44.360909,60.432954,48.447682,47.455208,46.002145,42.304696,33.493033,36.328195,56.422886,57.229003,66.485800,60.156060,75.216403,41.805564,68.469634,44.432061,24.699172,9.314138,39.459403,40.431953,32.363558,78.143813,60.624070,40.537764,39.544059,141.619511,47.065394,73.717539,286.945799,98.482111,49.003224,38.803842,73.881611,37.127477,67.605081,43.715873,73.007335,71.815470,65.801787,52.024200,40.881657,43.031177,34.380930,58.485730,67.812761,19.379132,59.564960,30.669046,33.553135,100.037280,40.860525,53.486477,49.201339,29.002840,75.788270,76.692167,89.007074,43.798157,62.341300,58.385699,43.651462,65.185060,89.187566,42.194432,56.786155,36.142682,22.644506,49.657386,32.678160,49.575633,36.616851,45.814765,50.275191,42.140289,46.640583,37.219673,36.935297,48.710940,70.555442,44.687040,60.460799,48.390071,47.587438,45.984950,42.628614,34.012326,36.001049,56.484643,56.983778,66.202026,59.804595,75.064610,41.678803,68.036410,44.521576,24.848093,9.638625,39.453714,41.429575,32.772104,78.098207,60.594174,40.547485,39.513647,141.196183
"fassa",53.683333,28.966667,53.825000,83.499329,106.118731,322.449341,78.905363,62.489594,36.956120,24.211501,55.171854,24.679454,46.196503,81.312991,55.460908,83.667719,46.474528,15.317119,45.585862,53.112696,0.000000,57.295364,71.796864,36.414102,79.489325,52.833079,32.156089,25.454433,32.838770,61.351844,46.829763,75.141452,74.430287,53.322785,42.546833,101.850757,67.561730,30.761124,84.670304,76.372550,54.408462,66.942904,64.443400,0.000000,50.599397,55.290296,50.798059,25.885382,3.049458,49.238585,49.497018,72.867697,48.451881,11.143868,60.843668,54.953799,42.849842,71.187459,74.199304,47.605021,30.584938,58.802316,51.897454,34.749702,38.588125,64.747595,42.411156,1.520170,90.130867,52.414066,68.827037,50.778182,50.007297,0.000000,52.913972,71.347334,38.091478,52.181731,59.610553,31.581812,38.678186,250.497987,83.144580,105.679979,320.907153,78.733163,62.343735,37.168349,24.401951,54.991327,24.723046,46.178738,81.154886,55.438981,83.418327,46.378353,15.486426,45.514266,52.948247,0.335150,57.254951,71.440431,36.503447,79.056052,52.689240,32.298216,25.567735,33.066112,61.153452,46.757799,74.991670,74.228700,53.358301,42.545774,101.491712,67.427771,30.835620,84.495970,76.263795,54.353540,66.797588,64.226769,0.376935,50.533924,55.180628,50.663441,25.898014,3.327703,49.173386,49.379328,72.712346,48.317818,11.330006,60.787999,54.859844,42.829185,71.003681,73.840063,47.544498,30.667682,58.699996,51.788522,34.741775,38.647570,64.526132,42.435171,1.880144,89.826822,52.303894,68.600413,50.690249,49.810252,0.263704,52.745160,71.342658,38.154287,52.237192,59.521167,31.630540,38.624803,249.433734
